2theta,Intensity
31.64,42.6667
31.66,44
31.68,43.3333
31.7,62.6667
31.72,72.6667
31.74,63.3333
31.76,66.6667
31.78,69.3333
31.8,66.6667
31.82,54
31.84,48.6667
31.86,44.6667
31.88,49.3333
31.9,46.6667
31.92,63.3333
31.94,74
31.96,86.6667
31.98,122.667
32,167.333
32.02,225.333
32.04,290
32.06,372
32.08,426
32.1,446.667
32.12,456
32.14,434
32.16,360.667
32.18,290
32.2,226
32.22,167.333
32.24,117.333
32.26,75.3333
32.28,48.6667
32.3,34.6667
32.32,34.6667
32.34,34
32.36,30.6667
32.38,25.3333
32.4,24
32.42,19.3333
32.44,16
32.46,20
32.48,20
32.5,18
32.52,16
32.54,13.3333
32.56,9.33333
32.58,8.66667
32.6,11.3333
32.62,13.3333
32.64,11.3333
32.66,10.6667
32.68,9.33333
32.7,9.33333
32.72,12.6667
32.74,10.6667
32.76,9.33333
32.78,8.66667
32.8,8.66667
32.82,12
32.84,10
32.86,10.6667
32.88,10.6667
32.9,10.6667
32.92,10.6667
32.94,8.66667
32.96,10
32.98,10.6667
33,10
33.02,9.33333
33.04,8.66667
33.06,10
33.08,8.66667
33.1,8
33.12,8
33.14,7.33333
33.16,12
33.18,12.6667
33.2,12
33.22,10.6667
33.24,12
33.26,12
33.28,12
33.3,12
33.32,12
33.34,14
33.36,13.3333
33.38,10.6667
33.4,12.6667
33.42,15.3333
33.44,17.3333
33.46,19.3333
33.48,25.3333
33.5,31.3333
33.52,30.6667
33.54,32
33.56,42.6667
33.58,47.3333
33.6,55.3333
33.62,64
33.64,58.6667
33.66,50
33.68,48.6667
33.7,44.6667
33.72,38
33.74,28.6667
33.76,28.6667
33.78,22
33.8,15.3333
33.82,18
33.84,18
33.86,18
33.88,20
33.9,22.6667
33.92,18.6667
33.94,14
33.96,20.6667
33.98,24.6667
34,25.3333
34.02,32
34.04,41.3333
34.06,61.3333
34.08,84.6667
34.1,100.667
34.12,130.667
34.14,167.333
34.16,184.667
34.18,193.333
34.2,194
34.22,186
34.24,157.333
34.26,128.667
34.28,112.667
34.3,93.3333
34.32,78
34.34,62.6667
34.36,49.3333
34.38,47.3333
34.4,46
34.42,41.3333
34.44,44
34.46,46
34.48,47.3333
34.5,50
34.52,54.6667
34.54,60.6667
34.56,69.3333
34.58,88
34.6,121.333
34.62,164
34.64,213.333
34.66,292.667
34.68,410
34.7,519.333
34.72,582
34.74,608.667
34.76,614.667
34.78,581.333
34.8,493.333
34.82,394.667
34.84,326.667
34.86,266
34.88,194.667
34.9,124
34.92,76.6667
34.94,60
34.96,50.6667
34.98,41.3333
35,37.3333
35.02,36
35.04,35.3333
35.06,40
35.08,40
35.1,32
35.12,30
35.14,31.3333
35.16,36.6667
35.18,46
35.2,46
35.22,53.3333
35.24,66.6667
35.26,92.6667
35.28,129.333
35.3,178.667
35.32,242.667
35.34,304.667
35.36,364
35.38,421.333
35.4,446
35.42,426.667
35.44,388
35.46,344.667
35.48,308.667
35.5,240.667
35.52,184
35.54,144
35.56,92
35.58,54
35.6,37.3333
35.62,31.3333
35.64,28.6667
35.66,26
35.68,26
35.7,21.3333
35.72,21.3333
35.74,26
35.76,25.3333
35.78,22
35.8,21.3333
35.82,22
35.84,18
35.86,16.6667
35.88,16
35.9,19.3333
35.92,20
35.94,16.6667
35.96,16
35.98,16.6667
36,22
36.02,17.3333
36.04,18.6667
36.06,24.6667
36.08,20.6667
36.1,16
36.12,16.6667
36.14,20.6667
36.16,16.6667
36.18,15.3333
36.2,18
36.22,21.3333
36.24,24
36.26,24
36.28,21.3333
36.3,34.6667
36.32,54
36.34,65.3333
36.36,72
36.38,73.3333
36.4,88.6667
36.42,90.6667
36.44,74.6667
36.46,72
36.48,60
36.5,46
36.52,36.6667
36.54,31.3333
36.56,22.6667
36.58,21.3333
36.6,16
36.62,8
36.64,10.6667
36.66,12
36.68,11.3333
36.7,14.6667
36.72,12.6667
36.74,16
36.76,12.6667
36.78,14
36.8,16
36.82,16.6667
36.84,12.6667
36.86,12
36.88,14
36.9,10
36.92,8
36.94,10
36.96,8
36.98,7.33333
37,10.6667
37.02,8.66667
37.04,4.66667
37.06,6.66667
37.08,5.33333
37.1,4
37.12,6.66667
37.14,8
37.16,8
37.18,4.66667
37.2,8
37.22,6.66667
37.24,8
37.26,7.33333
37.28,6.66667
37.3,6
37.32,6.66667
37.34,5.33333
37.36,6.66667
37.38,4.66667
37.4,6.66667
37.42,5.33333
37.44,6.66667
37.46,4.66667
37.48,6
37.5,8.66667
37.52,8
37.54,5.33333
37.56,8.66667
37.58,10
37.6,10
37.62,9.33333
37.64,8.66667
37.66,8.66667
37.68,9.33333
37.7,9.33333
37.72,10.6667
37.74,15.3333
37.76,21.3333
37.78,20
37.8,20.6667
37.82,30.6667
37.84,39.3333
37.86,35.3333
37.88,27.3333
37.9,30.6667
37.92,28.6667
37.94,20.6667
37.96,17.3333
37.98,20.6667
38,15.3333
38.02,18
38.04,9.33333
38.06,9.33333
38.08,6
38.1,4
38.12,6.66667
38.14,4.66667
38.16,5.33333
38.18,4
38.2,8
38.22,6
38.24,4.66667
38.26,5.33333
38.28,9.33333
38.3,8.66667
38.32,7.33333
38.34,5.33333
38.36,6
38.38,10.6667
38.4,4.66667
38.42,4
38.44,6
38.46,8.66667
38.48,7.33333
38.5,6
38.52,5.33333
38.54,6.66667
38.56,11.3333
38.58,10.6667
38.6,6.66667
38.62,6.66667
38.64,8.66667
38.66,13.3333
38.68,9.33333
38.7,14
38.72,14
38.74,16
38.76,25.3333
38.78,48.6667
38.8,61.3333
38.82,79.3333
38.84,91.3333
38.86,109.333
38.88,100.667
38.9,111.333
38.92,92
38.94,84
38.96,69.3333
38.98,65.3333
39,51.3333
39.02,36.6667
39.04,22.6667
39.06,19.3333
39.08,12
39.1,12
39.12,10.6667
39.14,13.3333
39.16,11.3333
39.18,6.66667
39.2,8
39.22,13.3333
39.24,11.3333
39.26,8.66667
39.28,8
39.3,10
39.32,8.66667
39.34,6
39.36,6.66667
39.38,4.66667
39.4,8
39.42,8
39.44,2.66667
39.46,8
39.48,12.6667
39.5,11.3333
39.52,8
39.54,10.6667
39.56,14.6667
39.58,20
39.6,21.3333
39.62,26
39.64,34
39.66,28
39.68,24
39.7,30
39.72,23.3333
39.74,22.6667
39.76,20
39.78,19.3333
39.8,14
39.82,11.3333
39.84,10
39.86,18.6667
39.88,8.66667
39.9,6
39.92,7.33333
39.94,6.66667
39.96,9.33333
39.98,10
40,4
40.02,7.33333
40.04,9.33333
40.06,11.3333
40.08,8
40.1,12
40.12,13.3333
40.14,10.6667
40.16,16.6667
40.18,13.3333
40.2,16
40.22,18
40.24,10
40.26,15.3333
40.28,12.6667
40.3,10
40.32,5.33333
40.34,13.3333
40.36,10.6667
40.38,5.33333
40.4,7.33333
40.42,10
40.44,10.6667
40.46,10.6667
40.48,7.33333
40.5,9.33333
40.52,8.66667
40.54,6
40.56,10.6667
40.58,4.66667
40.6,9.33333
40.62,16
40.64,16
40.66,21.3333
40.68,19.3333
40.7,35.3333
40.72,46
40.74,38
40.76,40.6667
40.78,36
40.8,35.3333
40.82,32
40.84,20.6667
40.86,24
40.88,20.6667
40.9,18
40.92,11.3333
40.94,14
40.96,6.66667
40.98,7.33333
41,7.33333
41.02,8
41.04,8.66667
41.06,6
41.08,9.33333
41.1,3.33333
41.12,5.33333
41.14,4.66667
41.16,9.33333
41.18,7.33333
41.2,14
41.22,9.33333
41.24,8
41.26,6.66667
41.28,7.33333
41.3,7.33333
41.32,8
41.34,11.3333
41.36,8
41.38,8.66667
41.4,11.3333
41.42,9.33333
41.44,8.66667
41.46,11.3333
41.48,17.3333
41.5,20
41.52,16.6667
41.54,16.6667
41.56,27.3333
41.58,26
41.6,28
41.62,42.6667
41.64,39.3333
41.66,38.6667
41.68,38
41.7,40.6667
41.72,44
41.74,37.3333
41.76,39.3333
41.78,30
41.8,22
41.82,28
41.84,26
41.86,32
41.88,32.6667
41.9,22
41.92,19.3333
41.94,26
41.96,28.6667
41.98,24.6667
42,26
42.02,28
42.04,22.6667
42.06,22.6667
42.08,20.6667
42.1,21.3333
42.12,13.3333
42.14,10.6667
42.16,16
42.18,10.6667
42.2,9.33333
42.22,6
42.24,6.66667
42.26,6
42.28,9.33333
42.3,7.33333
42.32,9.33333
42.34,6.66667
42.36,7.33333
42.38,10
42.4,9.33333
42.42,6
42.44,4
42.46,2.66667
42.48,7.33333
42.5,6.66667
42.52,8.66667
42.54,6
42.56,5.33333
42.58,6
42.6,5.33333
42.62,4.66667
42.64,6.66667
42.66,10.6667
42.68,8
42.7,5.33333
42.72,5.33333
42.74,6.66667
42.76,6
42.78,4.66667
42.8,5.33333
42.82,5.33333
42.84,4
42.86,5.33333
42.88,7.33333
42.9,6.66667
42.92,7.33333
42.94,6
42.96,2.66667
42.98,2.66667
43,5.33333
43.02,4
43.04,4.66667
43.06,6.66667
43.08,5.33333
43.1,7.33333
43.12,7.33333
43.14,6.66667
43.16,6
43.18,6
43.2,6
43.22,6.66667
43.24,6.66667
43.26,6
43.28,6.66667
43.3,4.66667
43.32,5.33333
43.34,6.66667
43.36,7.33333
43.38,4.66667
43.4,2.66667
43.42,5.33333
43.44,6
43.46,5.33333
43.48,5.33333
43.5,6.66667
43.52,6
43.54,5.33333
43.56,4
43.58,7.33333
43.6,8
43.62,9.33333
43.64,8.66667
43.66,8
43.68,8.66667
43.7,9.33333
43.72,10.6667
43.74,13.3333
43.76,18.6667
43.78,18.6667
43.8,21.3333
43.82,24.6667
43.84,25.3333
43.86,25.3333
43.88,31.3333
43.9,36
43.92,30.6667
43.94,32.6667
43.96,34
43.98,32.6667
44,35.3333
44.02,40
44.04,59.3333
44.06,88
44.08,115.333
44.1,143.333
44.12,168
44.14,180.667
44.16,180.667
44.18,158.667
