2theta,Intensity
34.38,484
34.4,552.667
34.42,558.667
34.44,525.333
34.46,471.333
34.48,404.667
34.5,334.667
34.52,267.333
34.54,223.333
34.56,192.667
34.58,158.667
34.6,132
34.62,116.667
34.64,110
34.66,96
34.68,83.3333
34.7,80.6667
34.72,70.6667
34.74,63.3333
34.76,62
34.78,62.6667
34.8,66
34.82,71.3333
34.84,85.3333
34.86,91.3333
34.88,105.333
34.9,137.333
34.92,164
34.94,216.667
34.96,290
34.98,333.333
35,380
35.02,425.333
35.04,433.333
35.06,413.333
35.08,370
35.1,297.333
35.12,251.333
35.14,210
35.16,164.667
35.18,126.667
35.2,86.6667
35.22,66
35.24,55.3333
35.26,44.6667
35.28,36.6667
35.3,30.6667
35.32,31.3333
35.34,30.6667
35.36,30
35.38,30
35.4,27.3333
35.42,24.6667
35.44,26.6667
35.46,28.6667
35.48,32
35.5,32
35.52,31.3333
35.54,34.6667
35.56,40
35.58,32
35.6,28.6667
35.62,28.6667
35.64,30.6667
35.66,31.3333
35.68,33.3333
35.7,30.6667
35.72,34
35.74,36
35.76,35.3333
35.78,37.3333
35.8,39.3333
35.82,44.6667
35.84,43.3333
35.86,41.3333
35.88,40.6667
35.9,38.6667
35.92,36
35.94,35.3333
35.96,34
35.98,34.6667
36,30.6667
36.02,30
36.04,30.6667
36.06,30.6667
36.08,36.6667
36.1,52
36.12,67.3333
36.14,72.6667
36.16,82
36.18,93.3333
36.2,94.6667
36.22,86.6667
36.24,77.3333
36.26,63.3333
36.28,59.3333
36.3,51.3333
36.32,41.3333
36.34,35.3333
36.36,26
36.38,19.3333
36.4,16.6667
36.42,16
36.44,12.6667
36.46,12
36.48,12
36.5,12
36.52,12
36.54,9.33333
36.56,11.3333
36.58,11.3333
36.6,10
36.62,7.33333
36.64,11.3333
36.66,10.6667
36.68,10.6667
36.7,11.3333
36.72,10
36.74,7.33333
36.76,8
36.78,10.6667
36.8,9.33333
36.82,6.66667
36.84,7.33333
36.86,6
36.88,8
36.9,7.33333
36.92,7.33333
36.94,8.66667
36.96,6
36.98,6.66667
37,8
37.02,8.66667
37.04,8
37.06,7.33333
37.08,8
37.1,6.66667
37.12,7.33333
37.14,10
37.16,8
37.18,8.66667
37.2,6.66667
37.22,8
37.24,11.3333
37.26,11.3333
37.28,10.6667
37.3,6.66667
37.32,9.33333
37.34,9.33333
37.36,10
37.38,12.6667
37.4,13.3333
37.42,13.3333
37.44,12
37.46,10.6667
37.48,12
37.5,14
37.52,18
37.54,19.3333
37.56,16
37.58,15.3333
37.6,12
37.62,11.3333
37.64,11.3333
37.66,15.3333
37.68,18.6667
37.7,18.6667
37.72,13.3333
37.74,10
37.76,10.6667
37.78,6.66667
37.8,6
37.82,9.33333
37.84,7.33333
37.86,11.3333
37.88,13.3333
37.9,16
37.92,14
37.94,15.3333
37.96,12.6667
37.98,14
38,17.3333
38.02,19.3333
38.04,22.6667
38.06,26
38.08,16.6667
38.1,18.6667
38.12,14
38.14,15.3333
38.16,11.3333
38.18,17.3333
38.2,13.3333
38.22,13.3333
38.24,15.3333
38.26,13.3333
38.28,15.3333
38.3,12.6667
38.32,11.3333
38.34,23.3333
38.36,24.6667
38.38,36
38.4,42
38.42,48.6667
38.44,58
38.46,70.6667
38.48,80
38.5,95.3333
38.52,84
38.54,90
38.56,64
38.58,54
38.6,54.6667
38.62,50.6667
38.64,36.6667
38.66,27.3333
38.68,20.6667
38.7,12
38.72,12.6667
38.74,14.6667
38.76,13.3333
38.78,14.6667
38.8,13.3333
38.82,18.6667
38.84,15.3333
38.86,17.3333
38.88,17.3333
38.9,12
38.92,12
38.94,15.3333
38.96,12.6667
38.98,12.6667
39,10.6667
39.02,12
39.04,7.33333
39.06,11.3333
39.08,15.3333
39.1,13.3333
39.12,14
39.14,8.66667
39.16,14
39.18,12.6667
39.2,15.3333
39.22,14
39.24,16.6667
39.26,15.3333
39.28,13.3333
39.3,19.3333
39.32,20
39.34,15.3333
39.36,10.6667
39.38,8.66667
39.4,13.3333
39.42,11.3333
39.44,14.6667
39.46,11.3333
39.48,10
39.5,6.66667
39.52,7.33333
39.54,8.66667
39.56,5.33333
39.58,10
39.6,4.66667
39.62,10.6667
39.64,7.33333
39.66,11.3333
39.68,10.6667
39.7,13.3333
39.72,9.33333
39.74,9.33333
39.76,8.66667
39.78,8.66667
39.8,8.66667
39.82,8
39.84,9.33333
39.86,7.33333
39.88,8.66667
39.9,10
39.92,8
39.94,6
39.96,14.6667
39.98,8.66667
40,8
40.02,14.6667
40.04,12.6667
40.06,5.33333
40.08,11.3333
40.1,6
40.12,12
40.14,8.66667
40.16,9.33333
40.18,10
40.2,9.33333
40.22,10.6667
40.24,11.3333
40.26,14.6667
40.28,14.6667
40.3,10.6667
40.32,16.6667
